Category,Message
ham,Order #914418 shipped. Arrives Tuesday. Total: $606. Track online.
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
spam,"Bitcoin investment #216926: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #927438 shipped. Arrives Monday. Total: $481. Track online.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 935624
spam,"Bitcoin investment #624525: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Friday. Task #763352. Thanks!
spam,WINNER #550576: Won $29016 in lottery. Claim immediately!
spam,WINNER #763892: Won $13082 in lottery. Claim immediately!
spam,Student loan #913635 forgiveness $66617 approved. Claim with $104 processing fee.
ham,Please review report by Friday. Task #316716. Thanks!
ham,No break time one... How... I come out n get my stuff fr ü?
ham,"Sorry, went to bed early, nightnight"
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,That's significant but dont worry.
ham,Nothing just getting msgs by dis name wit different no's..
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Hi! This is Roger from CL. How are you?
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,Hi where you. You in home or calicut?
ham,Assignment due Monday. Course #209357. Submit via portal.
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,Assignment due Monday. Course #324078. Submit via portal.
ham,Assignment due Tuesday. Course #402763. Submit via portal.
spam,WINNER #232819: Won $8929 in lottery. Claim immediately!
ham,Is that what time you want me to come?
ham,Order #188423 shipped. Arrives Friday. Total: $960. Track online.
ham,Assignment due Tuesday. Course #563893. Submit via portal.
ham,Assignment due Monday. Course #821648. Submit via portal.
ham,Order #350373 shipped. Arrives Monday. Total: $760. Track online.
ham,Yeah whatever lol
ham,Why she wants to talk to me
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 812764
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 597809
ham,Tell them no need to investigate about me anywhere.
ham,MMM ... Fuck .... Merry Christmas to me
ham,Assignment due Monday. Course #855242. Submit via portal.
ham,Assignment due Friday. Course #155134. Submit via portal.
ham,Please review report by Monday. Task #504151. Thanks!
spam,Student loan #846246 forgiveness $90698 approved. Claim with $280 processing fee.
ham,Please review report by Monday. Task #991257. Thanks!
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,I dunno lei... Like dun haf...
ham,Assignment due Friday. Course #536511. Submit via portal.
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
spam,Student loan #770989 forgiveness $16048 approved. Claim with $330 processing fee.
spam,Loan $58316 approved. 1.53% APR. App #129307. Processing $497.
ham,Please review report by Tuesday. Task #747814. Thanks!
ham,Well that must be a pain to catch
ham,Order #851045 shipped. Arrives Friday. Total: $741. Track online.
ham,Assignment due Tuesday. Course #149194. Submit via portal.
ham,Yeah confirmed for you staying at  that weekend
ham,I dont. Can you send it to me. Plus how's mode.
ham,Assignment due Monday. Course #272658. Submit via portal.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 959267
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,Dear got bus directly to calicut
ham,"Aight, I'll ask a few of my roommates"
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 518494
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
ham,Please dont say like that. Hi hi hi
ham,It is only yesterday true true.
ham,"Nah can't help you there, I've never had an iphone"
ham,Please review report by Monday. Task #772354. Thanks!
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 405474
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,Assignment due Tuesday. Course #932508. Submit via portal.
spam,Loan $32601 approved. 7.25% APR. App #549695. Processing $631.
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,Assignment due Monday. Course #543141. Submit via portal.
spam,Invoice #766638: Payment $99617 overdue 1 days. Pay immediately or legal action.
ham,Please review report by Friday. Task #967040. Thanks!
ham,But you dint in touch with me.
ham,Then cant get da laptop? My matric card wif ü lei...
ham,Assignment due Tuesday. Course #425694. Submit via portal.
ham,Order #649195 shipped. Arrives Tuesday. Total: $888. Track online.
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
spam,Loan $42369 approved. 4.39% APR. App #231135. Processing $305.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 496087
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 156705
ham,LOL ... No just was busy
spam,Foreclosure #146046: Pay $13041 by Friday or property auctioned. Call now.
ham,I wont do anything de.
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam,"Bitcoin investment #650736: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Friday. Task #290536. Thanks!
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 210538
spam,Student loan #711170 forgiveness $9831 approved. Claim with $195 processing fee.
ham,I had it already..sabarish asked me to go..
spam,Foreclosure #421881: Pay $12570 by Friday or property auctioned. Call now.
spam,WINNER #788735: Won $49387 in lottery. Claim immediately!
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 611101
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
spam,Invoice #748763: Payment $2601 overdue 2 days. Pay immediately or legal action.
spam,Student loan #309802 forgiveness $4438 approved. Claim with $346 processing fee.
ham,Please review report by Tuesday. Task #630641. Thanks!
ham,Assignment due Friday. Course #985173. Submit via portal.
spam,Student loan #152050 forgiveness $33011 approved. Claim with $218 processing fee.
ham,Assignment due Tuesday. Course #725174. Submit via portal.
ham,Order #533163 shipped. Arrives Friday. Total: $397. Track online.
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
spam,WINNER #368470: Won $3310 in lottery. Claim immediately!
ham,I did. One slice and one breadstick. Lol
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,Please review report by Monday. Task #190464. Thanks!
spam,Loan $36412 approved. 7.52% APR. App #151720. Processing $547.
spam,Foreclosure #874259: Pay $8190 by Friday or property auctioned. Call now.
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
spam,Student loan #899489 forgiveness $96758 approved. Claim with $152 processing fee.
spam,Student loan #306389 forgiveness $4889 approved. Claim with $393 processing fee.
ham,So that takes away some money worries
ham,Yes. Last  practice
ham,Assignment due Friday. Course #949763. Submit via portal.
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,"There're some people by mu, I'm at the table by lambda"
ham,Please review report by Friday. Task #951977. Thanks!
ham,I have to take exam with march 3
spam,Invoice #532629: Payment $66318 overdue 2 days. Pay immediately or legal action.
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
spam,WINNER #902729: Won $93464 in lottery. Claim immediately!
spam,Invoice #128777: Payment $30063 overdue 1 days. Pay immediately or legal action.
ham,Order #401304 shipped. Arrives Tuesday. Total: $988. Track online.
ham,Please review report by Tuesday. Task #679734. Thanks!
ham,Order #111630 shipped. Arrives Monday. Total: $498. Track online.
ham,Lol they were mad at first but then they woke up and gave in.
spam,Foreclosure #640362: Pay $26589 by Friday or property auctioned. Call now.
ham,Oh yeah! And my diet just flew out the window
ham,Please review report by Monday. Task #682596. Thanks!
ham,But that's on ebay it might be less elsewhere.
spam,"Bitcoin investment #124610: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #181854 shipped. Arrives Tuesday. Total: $656. Track online.
ham,Assignment due Tuesday. Course #955802. Submit via portal.
spam,WINNER #488911: Won $12552 in lottery. Claim immediately!
ham,Order #642660 shipped. Arrives Friday. Total: $535. Track online.
ham,LOL what happens in Vegas stays in vegas
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,Order #850014 shipped. Arrives Tuesday. Total: $321. Track online.
spam,Foreclosure #583407: Pay $8911 by Friday or property auctioned. Call now.
ham,Please review report by Tuesday. Task #735509. Thanks!
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,I tot u reach liao. He said t-shirt.
ham,Where in abj are you serving. Are you staying with dad or alone.
spam,Invoice #999377: Payment $77756 overdue 3 days. Pay immediately or legal action.
spam,WINNER #774317: Won $27713 in lottery. Claim immediately!
ham,Order #300410 shipped. Arrives Friday. Total: $424. Track online.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 710213
spam,"Bitcoin investment #181880: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Tuesday. Task #322119. Thanks!
spam,"Bitcoin investment #622993: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Tuesday. Course #479418. Submit via portal.
ham,Assignment due Monday. Course #396091. Submit via portal.
ham,Order #967212 shipped. Arrives Friday. Total: $687. Track online.
ham,Assignment due Monday. Course #761898. Submit via portal.
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,Loan $29157 approved. 9.74% APR. App #917126. Processing $300.
spam,WINNER #344156: Won $85258 in lottery. Claim immediately!
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,Didn't you get hep b immunisation in nigeria.
spam,Student loan #843258 forgiveness $15852 approved. Claim with $373 processing fee.
spam,Loan $41344 approved. 3.75% APR. App #220678. Processing $333.
spam,Loan $34216 approved. 2.00% APR. App #125461. Processing $663.
spam,WINNER #444736: Won $22604 in lottery. Claim immediately!
ham,Please review report by Monday. Task #843368. Thanks!
spam,Loan $85605 approved. 4.54% APR. App #875056. Processing $762.
ham,Oh my God. I'm almost home
spam,Invoice #647319: Payment $57469 overdue 1 days. Pay immediately or legal action.
ham,Thanks for picking up the trash.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 637212
ham,Where r we meeting?
spam,Student loan #553404 forgiveness $20220 approved. Claim with $408 processing fee.
ham,Please review report by Monday. Task #874996. Thanks!
ham,Lol where do u come up with these ideas?
ham,Thanks for looking out for me. I really appreciate.
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 375777
ham,Order #513583 shipped. Arrives Tuesday. Total: $931. Track online.
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
spam,"Bitcoin investment #234064: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Tuesday. Course #559931. Submit via portal.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 310398
spam,Loan $84172 approved. 3.11% APR. App #154718. Processing $660.
ham,What happened to our yo date?
ham,Assignment due Friday. Course #602850. Submit via portal.
ham,Order #186042 shipped. Arrives Friday. Total: $176. Track online.
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 553051
spam,"Bitcoin investment #344713: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Ok lor... But buy wat?
spam,Foreclosure #985016: Pay $99881 by Friday or property auctioned. Call now.
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
spam,Student loan #476380 forgiveness $33949 approved. Claim with $215 processing fee.
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
spam,Foreclosure #668289: Pay $9572 by Friday or property auctioned. Call now.
spam,Foreclosure #354711: Pay $76374 by Friday or property auctioned. Call now.
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
spam,Loan $28745 approved. 9.03% APR. App #263037. Processing $627.
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,Order #516681 shipped. Arrives Tuesday. Total: $942. Track online.
spam,Invoice #224050: Payment $74026 overdue 7 days. Pay immediately or legal action.
spam,Invoice #818175: Payment $12468 overdue 6 days. Pay immediately or legal action.
spam,Loan $2137 approved. 9.39% APR. App #867195. Processing $474.
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,This is my number by vivek..
spam,WINNER #988887: Won $75572 in lottery. Claim immediately!
spam,Invoice #658292: Payment $8182 overdue 5 days. Pay immediately or legal action.
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,Order #404713 shipped. Arrives Monday. Total: $602. Track online.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 140319
ham,Hey come online! Use msn... We are all there
ham,Order #907957 shipped. Arrives Friday. Total: $160. Track online.
ham,Why are u up so early?
ham,Assignment due Monday. Course #447425. Submit via portal.
spam,"Bitcoin investment #642013: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Finally the match heading towards draw as your prediction.
spam,08714712388 between 10am-7pm Cost 10p
spam,Invoice #658103: Payment $67397 overdue 6 days. Pay immediately or legal action.
ham,Please review report by Friday. Task #247114. Thanks!
ham,I'm e person who's doing e sms survey...
ham,Assignment due Friday. Course #661371. Submit via portal.
spam,Invoice #490888: Payment $48398 overdue 7 days. Pay immediately or legal action.
spam,"Bitcoin investment #778441: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Student loan #639580 forgiveness $44008 approved. Claim with $358 processing fee.
spam,Invoice #334647: Payment $80993 overdue 1 days. Pay immediately or legal action.
ham,Assignment due Tuesday. Course #625511. Submit via portal.
ham,Please review report by Friday. Task #742756. Thanks!
spam,Foreclosure #414351: Pay $45042 by Friday or property auctioned. Call now.
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham,No prob. I will send to your email.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
spam,Student loan #941105 forgiveness $24902 approved. Claim with $465 processing fee.
spam,Foreclosure #263144: Pay $20063 by Friday or property auctioned. Call now.
spam,Invoice #925598: Payment $34159 overdue 4 days. Pay immediately or legal action.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 251798
ham,Thank you. do you generally date the brothas?
ham,Please review report by Monday. Task #300970. Thanks!
ham,Please review report by Monday. Task #330563. Thanks!
ham,Ok no prob...
ham,Please review report by Monday. Task #852166. Thanks!
ham,"It‘s reassuring, in this crazy world."
ham,Assignment due Friday. Course #857524. Submit via portal.
spam,Invoice #979594: Payment $93924 overdue 1 days. Pay immediately or legal action.
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
spam,Loan $94449 approved. 7.05% APR. App #220731. Processing $763.
ham,I know that my friend already told that.
ham,Please review report by Friday. Task #151531. Thanks!
ham,Long time. You remember me today.
ham,Have you been practising your curtsey?
ham,Fine am simply sitting.
ham,Order #206404 shipped. Arrives Friday. Total: $202. Track online.
ham,Mm yes dear look how i am hugging you both. :-P
spam,Loan $54500 approved. 3.40% APR. App #298110. Processing $320.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 507190
ham,Are you angry with me. What happen dear
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
spam,Loan $5461 approved. 1.93% APR. App #337416. Processing $465.
spam,Student loan #201964 forgiveness $49931 approved. Claim with $270 processing fee.
ham,Assignment due Monday. Course #728213. Submit via portal.
ham,Please review report by Monday. Task #289566. Thanks!
spam,Foreclosure #629537: Pay $59046 by Friday or property auctioned. Call now.
ham,Order #571049 shipped. Arrives Tuesday. Total: $515. Track online.
ham,Assignment due Tuesday. Course #842041. Submit via portal.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 477995
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,Please review report by Monday. Task #733943. Thanks!
ham,Mathews or tait or edwards or anderson
spam,Foreclosure #412867: Pay $67440 by Friday or property auctioned. Call now.
ham,I'm good. Have you registered to vote?
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 309732
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Please review report by Tuesday. Task #590853. Thanks!
ham,Order #441664 shipped. Arrives Tuesday. Total: $855. Track online.
ham,No he didn't. Spring is coming early yay!
spam,Invoice #544730: Payment $88270 overdue 3 days. Pay immediately or legal action.
ham,"Mah b, I'll pick it up tomorrow"
spam,"Bitcoin investment #406396: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Monday. Task #720200. Thanks!
spam,Invoice #296105: Payment $95842 overdue 2 days. Pay immediately or legal action.
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
spam,Invoice #600653: Payment $81653 overdue 5 days. Pay immediately or legal action.
spam,Invoice #468158: Payment $51458 overdue 2 days. Pay immediately or legal action.
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,"Bitcoin investment #658576: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Friday. Task #549997. Thanks!
spam,WINNER #332428: Won $85065 in lottery. Claim immediately!
ham,Please review report by Monday. Task #296741. Thanks!
spam,"Bitcoin investment #809704: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Monday. Course #960534. Submit via portal.
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 393597
spam,"Bitcoin investment #951964: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,K still are you loving me.
ham,Thank u!
ham,Order #436757 shipped. Arrives Tuesday. Total: $728. Track online.
ham,Order #239070 shipped. Arrives Tuesday. Total: $25. Track online.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 162614
spam,Student loan #421738 forgiveness $65996 approved. Claim with $159 processing fee.
spam,Loan $66465 approved. 2.81% APR. App #265318. Processing $407.
ham,Please review report by Tuesday. Task #644158. Thanks!
ham,I dun believe u. I thk u told him.
ham,Hey what how about your project. Started aha da.
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
spam,"Bitcoin investment #211563: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,WINNER #149223: Won $48190 in lottery. Claim immediately!
spam,Loan $14991 approved. 7.23% APR. App #779429. Processing $572.
spam,Loan $43082 approved. 2.78% APR. App #310167. Processing $590.
spam,"Bitcoin investment #479841: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Mmm so yummy babe ... Nice jolt to the suzy
spam,Student loan #866032 forgiveness $74993 approved. Claim with $340 processing fee.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 533734
spam,Invoice #680949: Payment $78295 overdue 7 days. Pay immediately or legal action.
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,Assignment due Monday. Course #179849. Submit via portal.
ham,Please review report by Monday. Task #510725. Thanks!
spam,"Bitcoin investment #232125: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Foreclosure #185374: Pay $6620 by Friday or property auctioned. Call now.
spam,WINNER #164851: Won $99001 in lottery. Claim immediately!
ham,U coming 2 pick me?
ham,Assignment due Tuesday. Course #307281. Submit via portal.
ham,Order #921011 shipped. Arrives Friday. Total: $28. Track online.
ham,Assignment due Tuesday. Course #176625. Submit via portal.
spam,"Bitcoin investment #359073: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Foreclosure #893264: Pay $22557 by Friday or property auctioned. Call now.
spam,Invoice #291296: Payment $3083 overdue 6 days. Pay immediately or legal action.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 678574
ham,Assignment due Friday. Course #209223. Submit via portal.
ham,"not that I know of, most people up here are still out of town"
ham,Pls accept me for one day. Or am begging you change the number.
ham,"Yes but i dont care! I need you bad, princess!"
spam,Student loan #219858 forgiveness $23051 approved. Claim with $310 processing fee.
ham,Assignment due Friday. Course #268080. Submit via portal.
spam,WINNER #912019: Won $55167 in lottery. Claim immediately!
spam,Student loan #955562 forgiveness $72903 approved. Claim with $182 processing fee.
spam,Invoice #955332: Payment $59965 overdue 1 days. Pay immediately or legal action.
spam,"Bitcoin investment #163609: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,When you guys planning on coming over?
ham,Order #486254 shipped. Arrives Friday. Total: $309. Track online.
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,"That means you got an A in epi, she.s fine. She.s here now."
spam,Foreclosure #674717: Pay $2081 by Friday or property auctioned. Call now.
ham,S..antha num corrct dane
ham,"Sir, I need AXIS BANK account no and bank address."
ham,I havent lei.. Next mon can?
ham,Do you know when dad will be back?
ham,Please review report by Tuesday. Task #312640. Thanks!
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 554041
ham,Order #438019 shipped. Arrives Monday. Total: $428. Track online.
spam,Loan $93732 approved. 1.77% APR. App #141710. Processing $500.
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,Order #632292 shipped. Arrives Monday. Total: $731. Track online.
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,Please review report by Friday. Task #754663. Thanks!
spam,WINNER #391702: Won $81233 in lottery. Claim immediately!
ham,Assignment due Tuesday. Course #908775. Submit via portal.
ham,Hows the champ just leaving glasgow!
ham,Please review report by Monday. Task #260578. Thanks!
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,Please review report by Friday. Task #829043. Thanks!
spam,Loan $55779 approved. 8.27% APR. App #811452. Processing $378.
ham,"Fuuuuck I need to stop sleepin, sup"
ham,Assignment due Monday. Course #719788. Submit via portal.
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
spam,Student loan #895302 forgiveness $44619 approved. Claim with $359 processing fee.
ham,Y de asking like this.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 939611
ham,You tell what happen dont behave like this to me. Ok no need to say
ham,Please review report by Tuesday. Task #183237. Thanks!
ham,Please review report by Tuesday. Task #290344. Thanks!
ham,Order #537708 shipped. Arrives Tuesday. Total: $167. Track online.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,I sent you  &lt;#&gt;  bucks
spam,"Bitcoin investment #872862: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #312493 shipped. Arrives Friday. Total: $448. Track online.
spam,Invoice #947109: Payment $77832 overdue 5 days. Pay immediately or legal action.
ham,Assignment due Monday. Course #724830. Submit via portal.
spam,WINNER #953217: Won $98391 in lottery. Claim immediately!
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 338395
ham,Please review report by Tuesday. Task #223233. Thanks!
spam,Foreclosure #700125: Pay $41197 by Friday or property auctioned. Call now.
spam,Loan $64201 approved. 3.76% APR. App #465085. Processing $330.
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,Okie.. Thanx..
ham,"Yeah probably, I still gotta check out with leo"
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 718602
ham,COME BACK TO TAMPA FFFFUUUUUUU
spam,"Bitcoin investment #112859: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #105500 shipped. Arrives Monday. Total: $232. Track online.
spam,Foreclosure #358374: Pay $65782 by Friday or property auctioned. Call now.
spam,Invoice #620071: Payment $15134 overdue 7 days. Pay immediately or legal action.
ham,Please review report by Tuesday. Task #382680. Thanks!
spam,"Bitcoin investment #607483: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Foreclosure #873793: Pay $93384 by Friday or property auctioned. Call now.
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 649724
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 111354
